district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
NY-03,-2.157,65.400,-40.96,Dem,34.60,26.64,Rep,50.05,-30.07,Dem,50.85,-11.25,Dem,83.22,-2.29,Dem,99.90,-23.87,Dem,60.90
NY-04,-5.550,58.200,-45.76,Dem,31.80,38.82,Rep,29.15,-50.34,Dem,26.53,-48.19,Dem,28.94,-5.50,Dem,99.90,-12.21,Dem,87.64
NY-05,-35.463,86.000,-53.84,Dem,58.60,-68.46,Dem,32.56,-61.10,Dem,44.82,-28.54,Dem,84.62,-35.28,Dem,99.70,-27.07,Dem,81.41
NY-06,-17.202,59.600,-43.67,Dem,49.20,-64.30,Dem,20.50,-45.28,Dem,46.63,-50.51,Dem,38.19,-25.71,Dem,83.22,-17.29,Dem,99.70
NY-07,-35.780,57.600,-44.30,Dem,80.40,-69.64,Dem,31.33,-61.99,Dem,43.78,-35.68,Dem,99.80,-40.02,Dem,90.36,-27.68,Dem,81.73
NY-08,-34.827,68.600,-59.39,Dem,47.00,-57.96,Dem,49.80,-34.80,Dem,99.80,-34.88,Dem,100.00,-26.46,Dem,81.53,-28.47,Dem,85.94
NY-09,-32.728,40.400,-62.81,Dem,38.00,-65.75,Dem,33.53,-65.90,Dem,33.33,-20.06,Dem,72.69,-32.73,Dem,99.80,-32.62,Dem,99.60
NY-10,-25.827,49.000,-64.15,Dem,28.20,-51.36,Dem,48.39,-63.24,Dem,29.52,-25.70,Dem,99.60,-25.79,Dem,99.80,-43.24,Dem,64.06
NY-11,1.466,66.000,44.36,Rep,30.20,-34.96,Dem,38.96,-32.80,Dem,42.17,-14.86,Dem,70.68,2.77,Rep,97.39,18.34,Rep,69.48
NY-12,-29.729,80.000,-47.53,Dem,61.60,-57.57,Dem,42.81,-60.49,Dem,37.99,-29.74,Dem,99.90,-29.80,Dem,99.90,-29.76,Dem,99.90
NY-13,-39.561,50.200,-57.63,Dem,58.20,-52.72,Dem,69.15,-65.31,Dem,43.42,-39.70,Dem,99.70,-39.12,Dem,98.89,-23.93,Dem,64.92
NY-14,-28.552,87.800,-70.10,Dem,23.20,-55.25,Dem,45.58,-62.72,Dem,33.33,-22.43,Dem,87.15,-30.12,Dem,96.79,-30.13,Dem,96.79
NY-15,-40.087,78.400,-40.15,Dem,99.20,-40.13,Dem,99.70,-78.40,Dem,23.92,-40.12,Dem,99.70,-33.70,Dem,85.03,-40.06,Dem,99.90
NY-16,-24.212,65.600,-67.47,Dem,22.60,-25.08,Dem,98.19,-59.72,Dem,32.53,-30.88,Dem,86.35,-24.22,Dem,100.00,-24.37,Dem,99.80
NY-17,-8.761,45.800,-38.96,Dem,45.60,-60.52,Dem,18.27,-61.48,Dem,17.47,-50.73,Dem,28.92,-1.69,Dem,86.95,-15.90,Dem,86.75
NY-18,-0.600,58.400,-38.65,Dem,36.00,-45.45,Dem,27.54,-38.13,Dem,36.78,-23.35,Dem,59.50,-0.71,Dem,99.70,-8.59,Dem,85.23
NY-19,0.232,63.000,38.13,Rep,37.00,36.90,Rep,37.95,-36.93,Dem,37.75,-11.58,Dem,78.71,0.01,Rep,99.80,16.87,Rep,69.68
NY-20,-8.533,40.600,-44.47,Dem,36.80,-36.65,Dem,49.00,33.59,Rep,32.13,-15.68,Dem,86.55,-8.41,Dem,99.80,-42.30,Dem,40.36
NY-21,1.883,64.400,-36.65,Dem,35.60,-27.76,Dem,48.64,46.07,Rep,28.14,17.53,Rep,71.56,1.88,Rep,99.90,-1.31,Dem,94.07
NY-22,3.934,65.200,37.71,Rep,42.20,26.16,Rep,59.90,41.60,Rep,35.78,12.84,Rep,83.82,12.68,Rep,83.82,-17.61,Dem,61.71
NY-23,4.070,57.400,41.91,Rep,36.20,31.31,Rep,51.61,35.61,Rep,44.58,20.45,Rep,69.88,3.88,Rep,99.60,21.29,Rep,68.47
NY-24,-4.885,56.600,-39.81,Dem,39.40,-43.40,Dem,34.77,34.50,Rep,35.18,-28.08,Dem,58.09,-4.72,Dem,99.70,13.51,Rep,67.14
NY-25,-9.025,57.600,-29.10,Dem,62.40,-54.99,Dem,24.12,-42.36,Dem,40.80,-21.34,Dem,76.78,-9.09,Dem,99.90,-9.04,Dem,99.90
NY-26,-12.248,57.600,-55.68,Dem,26.20,23.39,Rep,40.36,-53.47,Dem,28.92,-12.10,Dem,99.60,-12.12,Dem,99.60,-12.27,Dem,100.00
NY-27,9.230,52.400,55.57,Rep,24.40,47.85,Rep,33.33,57.23,Rep,21.89,9.36,Rep,99.80,9.18,Rep,100.00,9.24,Rep,99.80
NC-01,-17.247,55.200,-37.81,Dem,59.60,-58.39,Dem,27.34,-36.61,Dem,62.11,-52.32,Dem,35.78,-17.39,Dem,99.90,-21.09,Dem,92.46
NC-02,3.260,15.200,-18.36,Dem,61.60,-35.45,Dem,35.94,45.48,Rep,30.12,-22.80,Dem,54.62,3.21,Rep,99.80,19.96,Rep,69.48
NC-03,11.396,75.800,40.16,Rep,48.00,64.14,Rep,16.67,54.71,Rep,26.51,11.51,Rep,99.80,11.42,Rep,99.80,11.44,Rep,99.80
NC-04,-18.295,68.000,-58.43,Dem,28.20,-18.26,Dem,99.90,-38.37,Dem,60.70,-18.35,Dem,99.90,-18.37,Dem,99.90,-43.31,Dem,51.46
NC-05,8.777,16.800,46.15,Rep,35.80,46.41,Rep,34.57,49.78,Rep,30.15,40.96,Rep,42.41,8.87,Rep,99.90,47.70,Rep,32.96
NC-06,7.485,15.200,43.56,Rep,37.80,39.11,Rep,43.78,-36.59,Dem,29.92,-18.27,Dem,55.42,7.43,Rep,100.00,-2.55,Dem,81.93
NC-07,8.757,22.400,56.46,Rep,23.00,-19.10,Dem,51.86,50.82,Rep,28.74,42.89,Rep,39.80,8.69,Rep,99.70,8.76,Rep,99.90
NC-08,7.416,20.400,46.03,Rep,34.60,38.17,Rep,45.03,45.28,Rep,34.77,50.50,Rep,27.94,7.44,Rep,99.90,7.48,Rep,99.90
NC-09,5.637,4.000,50.80,Rep,26.80,25.52,Rep,63.92,25.97,Rep,62.91,19.11,Rep,75.18,5.65,Rep,99.90,-18.75,Dem,57.09
NC-10,12.494,27.600,-18.74,Dem,46.60,-28.84,Dem,33.33,54.86,Rep,27.31,36.94,Rep,54.22,24.11,Rep,77.51,12.44,Rep,99.80
NC-11,14.260,22.800,55.42,Rep,29.00,31.04,Rep,67.67,35.12,Rep,60.04,24.34,Rep,80.32,14.18,Rep,100.00,39.06,Rep,53.01
NC-12,-19.308,47.200,-51.71,Dem,38.80,-77.36,Dem,10.84,-35.66,Dem,67.47,-33.32,Dem,72.09,-29.85,Dem,78.92,-19.18,Dem,99.80
NC-13,4.675,12.000,-40.08,Dem,28.40,44.55,Rep,32.56,32.89,Rep,49.65,34.52,Rep,47.24,4.70,Rep,99.90,-10.72,Dem,72.16
ND-01,14.040,43.400,40.62,Rep,51.00,52.83,Rep,31.56,56.44,Rep,26.73,14.18,Rep,99.90,14.23,Rep,99.90,13.94,Rep,99.90
OH-01,3.225,18.400,38.17,Rep,40.80,26.27,Rep,58.69,34.00,Rep,46.23,-16.55,Dem,64.72,3.10,Rep,99.70,-28.99,Dem,45.03
OH-02,6.952,23.200,35.13,Rep,49.80,51.31,Rep,26.51,39.60,Rep,42.37,21.10,Rep,73.69,22.75,Rep,70.68,9.70,Rep,94.78
OH-03,-19.689,54.000,-48.37,Dem,44.80,-53.15,Dem,37.19,-44.33,Dem,51.86,-19.68,Dem,99.90,-19.72,Dem,99.70,-46.35,Dem,48.24
OH-04,12.016,11.800,48.69,Rep,35.60,35.52,Rep,55.82,57.50,Rep,23.69,-11.02,Dem,59.44,9.98,Rep,96.59,11.95,Rep,100.00
OH-05,8.767,28.600,33.21,Rep,56.00,-17.70,Dem,53.87,44.16,Rep,37.79,8.69,Rep,99.90,8.72,Rep,99.90,8.90,Rep,99.90
OH-06,13.854,46.000,56.48,Rep,27.20,51.09,Rep,33.53,44.18,Rep,43.98,13.92,Rep,99.60,13.85,Rep,100.00,49.62,Rep,35.54
OH-07,9.908,35.400,-18.69,Dem,50.40,25.44,Rep,70.75,30.56,Rep,61.51,40.06,Rep,45.43,9.87,Rep,99.90,25.75,Rep,70.15
OH-08,15.013,14.000,46.16,Rep,42.80,-11.97,Dem,52.81,68.21,Rep,15.26,26.28,Rep,77.91,15.12,Rep,99.60,33.31,Rep,64.66
OH-09,-14.651,61.000,-22.60,Dem,84.40,-36.41,Dem,58.63,-50.39,Dem,35.54,-26.30,Dem,77.51,-23.23,Dem,83.33,-14.70,Dem,100.00
OH-10,2.242,56.800,34.01,Rep,45.60,-29.01,Dem,46.23,45.36,Rep,29.35,15.95,Rep,75.18,18.09,Rep,71.36,20.54,Rep,66.93
OH-11,-30.803,43.400,-51.64,Dem,55.40,-75.98,Dem,18.67,-57.82,Dem,43.98,-31.01,Dem,99.80,-32.91,Dem,95.58,-16.24,Dem,69.68
OH-12,5.607,34.800,21.81,Rep,70.60,45.45,Rep,32.53,36.88,Rep,44.78,-10.73,Dem,70.68,5.66,Rep,99.80,23.55,Rep,67.07
OH-13,-8.523,43.200,-41.65,Dem,41.00,-43.91,Dem,37.99,-53.39,Dem,25.53,-25.43,Dem,68.54,-8.48,Dem,99.90,-27.47,Dem,64.92
OH-14,3.694,60.000,37.98,Rep,41.40,-37.11,Dem,33.37,44.50,Rep,31.76,21.02,Rep,68.54,3.61,Rep,99.70,3.67,Rep,99.90
OH-15,5.369,56.400,37.80,Rep,44.00,-34.49,Dem,34.57,50.96,Rep,25.53,5.35,Rep,99.90,5.34,Rep,99.90,-20.52,Dem,54.87
OH-16,6.274,58.800,48.90,Rep,29.60,49.38,Rep,28.34,35.55,Rep,47.84,13.77,Rep,86.23,6.26,Rep,99.90,21.47,Rep,71.96
OK-01,15.018,16.200,58.60,Rep,25.80,47.66,Rep,39.96,36.07,Rep,59.84,40.58,Rep,51.81,15.14,Rep,99.80,36.59,Rep,58.63
OK-02,20.952,42.400,55.86,Rep,35.60,42.57,Rep,57.09,43.76,Rep,54.87,21.09,Rep,99.70,20.91,Rep,99.90,29.65,Rep,82.21
OK-03,24.475,76.000,42.50,Rep,63.20,63.41,Rep,27.71,42.33,Rep,63.05,24.43,Rep,100.00,34.98,Rep,77.91,24.58,Rep,99.80
OK-04,17.674,70.400,43.49,Rep,51.20,50.58,Rep,38.79,48.13,Rep,42.61,6.86,Dem,79.40,20.09,Rep,95.28,29.39,Rep,76.78
OK-05,8.090,55.000,52.17,Rep,27.40,34.91,Rep,51.26,53.75,Rep,24.72,43.48,Rep,38.19,7.97,Rep,99.90,27.00,Rep,64.92
OR-01,-9.934,46.600,9.05,Rep,66.20,-53.61,Dem,26.51,-38.39,Dem,47.99,-16.86,Dem,86.95,-9.83,Dem,99.80,4.07,Rep,74.30
OR-02,9.126,56.000,65.85,Rep,14.80,44.07,Rep,38.19,-28.62,Dem,37.39,32.79,Rep,56.28,9.12,Rep,99.90,16.47,Rep,86.23
OR-03,-23.259,60.000,-50.44,Dem,45.80,-61.41,Dem,28.94,-57.89,Dem,34.17,-31.53,Dem,83.02,-23.31,Dem,99.70,-27.12,Dem,91.86
OR-04,-1.722,31.600,-38.47,Dem,37.60,-47.91,Dem,25.70,-28.51,Dem,52.61,16.86,Rep,66.67,-1.74,Dem,100.00,-15.79,Dem,74.50
OR-05,-1.804,68.800,-47.36,Dem,26.40,-24.08,Dem,60.24,-34.04,Dem,44.18,-23.76,Dem,60.64,-9.59,Dem,85.74,26.59,Rep,50.40
PA-01,-0.942,67.200,-36.43,Dem,39.60,12.03,Rep,76.38,-38.82,Dem,36.38,-5.54,Dem,91.66,-0.82,Dem,99.70,-27.55,Dem,53.27
PA-02,-24.907,69.400,-56.60,Dem,38.20,-71.07,Dem,19.48,-54.18,Dem,42.37,-24.91,Dem,100.00,-29.48,Dem,90.56,-37.07,Dem,74.70
PA-03,-38.524,83.600,-65.78,Dem,40.80,-52.20,Dem,68.27,-52.17,Dem,68.47,-36.55,Dem,95.38,-38.63,Dem,99.80,-38.63,Dem,99.80
PA-04,-8.294,26.000,19.46,Rep,53.00,-42.24,Dem,40.00,-40.54,Dem,42.61,-36.40,Dem,49.05,-19.98,Dem,77.99,-23.58,Dem,71.36
PA-05,-14.285,36.800,-37.12,Dem,56.80,-67.43,Dem,15.86,-53.83,Dem,30.72,-37.93,Dem,55.42,-16.27,Dem,96.39,-36.68,Dem,57.63
PA-06,-3.074,50.200,-36.74,Dem,41.80,35.25,Rep,36.38,-46.17,Dem,29.15,-9.61,Dem,88.04,-4.41,Rep,97.49,-25.75,Dem,59.30
PA-07,-2.076,42.800,-30.98,Dem,49.00,28.19,Rep,47.84,-20.47,Dem,66.73,-20.76,Dem,66.33,-14.42,Dem,77.19,22.79,Rep,56.28
PA-08,-0.594,38.200,-36.29,Dem,39.20,-17.05,Dem,70.35,-39.12,Dem,35.58,-18.47,Dem,67.94,-0.54,Dem,99.90,-12.83,Dem,77.79
PA-09,12.593,25.600,32.87,Rep,62.00,49.66,Rep,34.14,57.89,Rep,23.69,42.92,Rep,44.38,12.75,Rep,99.60,12.73,Rep,99.60
PA-10,3.997,14.800,35.84,Rep,45.00,-21.21,Dem,55.88,-44.79,Dem,24.12,17.77,Rep,74.77,4.08,Rep,99.70,11.80,Rep,85.43
PA-11,12.243,46.000,50.38,Rep,33.60,-11.40,Dem,58.23,38.71,Rep,50.80,23.91,Rep,77.71,12.19,Rep,100.00,12.33,Rep,99.80
PA-12,15.218,41.000,52.63,Rep,33.60,35.73,Rep,60.44,43.68,Rep,46.59,15.22,Rep,99.80,14.58,Rep,98.80,47.41,Rep,40.76
PA-13,19.869,36.600,51.89,Rep,40.20,32.62,Rep,74.37,54.52,Rep,35.38,29.45,Rep,80.80,19.99,Rep,99.70,52.11,Rep,38.99
PA-14,11.645,57.200,44.32,Rep,42.00,22.16,Rep,80.20,44.35,Rep,41.21,24.45,Rep,75.78,11.57,Rep,99.50,35.11,Rep,56.28
PA-15,17.435,73.800,40.81,Rep,55.40,53.28,Rep,34.54,43.50,Rep,50.00,17.48,Rep,99.80,17.34,Rep,100.00,37.85,Rep,60.24
PA-16,6.343,50.200,45.42,Rep,34.00,50.15,Rep,27.31,28.48,Rep,59.64,6.34,Rep,100.00,6.32,Rep,100.00,-16.88,Dem,59.04
PA-17,1.786,75.000,32.57,Rep,47.20,23.31,Rep,61.31,-28.26,Dem,48.24,17.23,Rep,71.96,3.46,Rep,96.88,-2.29,Dem,92.46
PA-18,-13.673,63.000,-77.55,Dem,8.40,-52.45,Dem,31.56,-46.67,Dem,40.20,-43.13,Dem,45.63,-13.99,Dem,99.50,-45.75,Dem,41.41
RI-01,-14.769,53.400,-56.50,Dem,27.20,-41.51,Dem,49.65,-30.95,Dem,68.74,-35.18,Dem,60.70,-14.59,Dem,99.70,-0.53,Rep,73.57
RI-02,-7.117,45.600,-19.10,Dem,77.40,32.94,Rep,34.54,-44.09,Dem,35.94,-26.19,Dem,65.06,-7.21,Dem,100.00,-15.34,Dem,84.94
SC-01,7.851,64.400,38.30,Rep,46.20,36.12,Rep,48.84,53.56,Rep,24.72,10.45,Rep,95.28,18.92,Rep,79.40,28.70,Rep,61.51
SC-02,11.019,28.400,33.71,Rep,58.40,46.08,Rep,37.59,40.45,Rep,46.43,34.53,Rep,56.28,10.94,Rep,99.70,50.41,Rep,31.56
SC-03,17.072,13.400,54.65,Rep,32.80,49.43,Rep,39.76,59.65,Rep,25.70,31.70,Rep,71.08,17.05,Rep,100.00,26.66,Rep,80.92
SC-04,13.045,23.400,38.20,Rep,53.40,53.42,Rep,29.72,34.27,Rep,59.84,13.05,Rep,99.80,17.91,Rep,90.56,13.14,Rep,99.60
SC-05,7.604,7.000,-20.19,Dem,51.60,50.09,Rep,28.54,42.23,Rep,39.40,28.39,Rep,61.71,16.98,Rep,82.61,7.64,Rep,99.90
SC-06,-20.665,49.200,-47.14,Dem,48.20,-41.61,Dem,58.29,-50.95,Dem,41.81,-45.11,Dem,51.86,-24.32,Dem,92.66,-20.69,Dem,99.90
SC-07,7.167,18.200,50.03,Rep,29.00,25.22,Rep,66.67,49.13,Rep,29.52,-13.46,Dem,63.25,7.10,Rep,99.60,7.09,Rep,99.60
SD-01,12.042,35.600,37.64,Rep,53.00,25.09,Rep,75.10,40.18,Rep,48.19,29.08,Rep,67.67,12.00,Rep,100.00,-4.68,Dem,69.48
TN-01,25.211,53.000,60.53,Rep,33.20,35.95,Rep,77.31,63.73,Rep,28.11,32.65,Rep,84.14,25.22,Rep,99.80,25.14,Rep,100.00
TN-02,17.785,15.400,45.95,Rep,47.00,49.10,Rep,41.16,47.45,Rep,43.78,17.85,Rep,99.80,17.78,Rep,100.00,26.67,Rep,82.53
TN-03,15.849,45.000,50.15,Rep,38.00,60.87,Rep,23.32,48.76,Rep,39.40,15.43,Rep,99.10,32.38,Rep,67.94,15.81,Rep,99.90
TN-04,17.996,29.400,46.18,Rep,47.00,28.54,Rep,79.20,58.40,Rep,28.14,17.85,Rep,99.70,18.09,Rep,99.90,29.65,Rep,76.78
TN-05,-7.916,84.400,-49.08,Dem,30.00,-68.35,Dem,11.66,-50.33,Dem,28.54,4.38,Rep,77.39,-7.94,Dem,99.90,-18.62,Dem,80.20
TN-06,21.677,20.600,67.12,Rep,21.60,25.01,Rep,93.17,54.06,Rep,38.15,21.76,Rep,99.60,21.52,Rep,100.00,21.68,Rep,99.80
TN-07,17.805,14.600,55.44,Rep,32.60,56.30,Rep,30.72,50.12,Rep,39.56,17.89,Rep,99.60,17.77,Rep,99.80,33.79,Rep,68.47
TN-08,17.092,35.000,63.72,Rep,21.80,27.49,Rep,79.40,52.29,Rep,35.58,38.09,Rep,59.30,17.02,Rep,99.90,17.07,Rep,99.90
TN-09,-27.570,73.200,-47.89,Dem,57.20,-39.25,Dem,75.10,-67.55,Dem,25.50,-28.56,Dem,97.79,-27.63,Dem,99.80,-22.45,Dem,89.36
TX-01,22.200,27.800,76.57,Rep,13.60,68.73,Rep,19.50,62.90,Rep,26.33,22.14,Rep,99.90,22.18,Rep,99.90,22.28,Rep,99.50
TX-02,9.220,46.600,59.67,Rep,20.20,-35.80,Dem,28.92,40.97,Rep,42.97,35.64,Rep,51.81,9.39,Rep,99.60,9.15,Rep,99.80
TX-03,11.024,26.600,53.64,Rep,28.40,35.30,Rep,55.08,44.81,Rep,39.60,25.47,Rep,72.76,10.95,Rep,99.50,-11.93,Dem,59.30
TX-04,24.799,21.800,37.38,Rep,74.40,62.84,Rep,29.12,60.78,Rep,31.73,24.88,Rep,99.80,24.71,Rep,99.80,24.66,Rep,99.60
TX-05,14.636,12.200,33.17,Rep,64.60,59.96,Rep,23.09,51.14,Rep,34.34,14.66,Rep,99.80,17.02,Rep,95.18,37.33,Rep,56.63
TX-06,7.370,9.400,44.99,Rep,36.00,58.32,Rep,19.30,-36.39,Dem,30.15,-19.59,Dem,53.27,7.32,Rep,99.70,31.62,Rep,55.88
TX-07,5.105,24.800,47.39,Rep,30.40,42.23,Rep,36.35,49.58,Rep,26.91,-25.07,Dem,48.19,5.20,Rep,99.60,5.02,Rep,99.80
TX-08,25.094,46.200,74.28,Rep,17.20,57.34,Rep,36.98,37.88,Rep,73.37,12.25,Rep,74.57,24.96,Rep,99.90,30.25,Rep,89.05
TX-09,-28.043,66.600,-61.16,Dem,35.00,-69.75,Dem,23.29,-65.76,Dem,28.51,-27.92,Dem,99.80,-34.48,Dem,86.35,-28.08,Dem,100.00
TX-10,7.451,37.600,46.67,Rep,33.40,59.78,Rep,17.87,42.30,Rep,38.96,22.21,Rep,72.49,14.94,Rep,85.94,36.48,Rep,47.99
TX-11,28.282,39.200,67.98,Rep,26.60,52.46,Rep,49.85,44.17,Rep,66.13,28.42,Rep,99.50,28.25,Rep,99.90,31.80,Rep,92.46
TX-12,16.176,55.600,37.24,Rep,60.00,71.83,Rep,13.27,53.69,Rep,32.56,16.22,Rep,99.90,16.32,Rep,99.90,31.48,Rep,70.15
TX-13,29.645,52.600,29.62,Rep,99.60,54.98,Rep,47.19,53.85,Rep,49.60,48.32,Rep,60.04,29.73,Rep,99.80,15.73,Rep,71.29
TX-14,9.892,11.800,38.49,Rep,48.80,69.18,Rep,12.06,46.75,Rep,35.58,9.84,Rep,99.90,9.76,Rep,99.90,28.63,Rep,64.92
TX-15,-8.074,46.600,-40.96,Dem,41.60,41.39,Rep,23.72,-55.29,Dem,23.12,-17.58,Dem,82.41,-8.01,Dem,99.70,9.91,Rep,67.54
TX-16,-17.415,38.800,-45.76,Dem,46.00,-64.61,Dem,20.30,-47.65,Dem,43.02,-17.43,Dem,99.90,-17.79,Dem,99.10,-46.84,Dem,44.22
TX-17,10.113,23.000,38.16,Rep,49.60,36.10,Rep,52.41,46.34,Rep,36.35,31.43,Rep,60.24,10.32,Rep,99.60,26.51,Rep,69.08
TX-18,-26.355,59.000,-70.83,Dem,20.60,-48.12,Dem,55.02,-60.48,Dem,33.94,-26.29,Dem,99.60,-25.07,Dem,97.19,-26.29,Dem,99.80
TX-19,23.737,29.000,72.63,Rep,17.60,45.49,Rep,55.62,43.58,Rep,59.44,29.15,Rep,88.76,30.59,Rep,85.54,23.83,Rep,99.80
TX-20,-11.426,47.600,-41.81,Dem,44.60,-39.90,Dem,47.79,-49.58,Dem,33.13,-22.40,Dem,79.12,-11.49,Dem,100.00,-11.41,Dem,99.80
TX-21,8.060,6.600,38.17,Rep,46.80,50.97,Rep,27.94,54.13,Rep,24.32,7.92,Rep,99.70,22.43,Rep,73.17,18.95,Rep,79.60
TX-22,8.334,24.600,40.42,Rep,44.00,68.64,Rep,11.66,22.59,Rep,73.57,8.40,Rep,99.90,8.41,Rep,99.90,-8.20,Dem,70.15
TX-23,-0.301,49.400,32.12,Rep,45.00,52.48,Rep,19.70,-43.61,Dem,29.35,-0.30,Dem,99.90,15.13,Rep,72.36,24.27,Rep,56.48
TX-24,7.328,18.200,31.60,Rep,56.20,-41.95,Dem,24.10,36.12,Rep,48.19,15.29,Rep,84.94,7.26,Rep,100.00,7.27,Rep,100.00
TX-25,9.250,21.200,69.93,Rep,12.00,53.74,Rep,25.73,44.74,Rep,37.59,15.75,Rep,87.84,9.31,Rep,99.90,11.33,Rep,96.28
TX-26,15.819,27.400,49.04,Rep,39.40,63.75,Rep,20.08,27.62,Rep,76.91,15.92,Rep,99.80,15.89,Rep,99.80,15.99,Rep,99.40
TX-27,11.598,17.000,42.55,Rep,44.00,60.11,Rep,20.48,29.73,Rep,65.46,17.62,Rep,88.15,11.59,Rep,100.00,11.55,Rep,100.00
TX-28,-10.320,76.400,-54.29,Dem,26.00,-27.30,Dem,68.07,-44.82,Dem,38.55,-10.44,Dem,100.00,-10.32,Dem,99.80,-10.29,Dem,99.80
TX-29,-19.204,11.600,-59.96,Dem,27.20,-49.18,Dem,43.17,-57.54,Dem,30.32,-16.67,Dem,94.58,-27.99,Dem,82.53,-28.57,Dem,81.33
TX-30,-28.719,58.000,-59.29,Dem,38.40,-69.65,Dem,24.10,-56.17,Dem,44.18,-29.73,Dem,97.99,-41.26,Dem,73.09,-22.61,Dem,87.15
TX-31,8.640,34.000,-22.13,Dem,47.00,45.42,Rep,35.78,39.51,Rep,44.62,13.12,Rep,91.66,18.07,Rep,82.21,11.43,Rep,94.67
TX-32,3.503,25.000,41.11,Rep,36.60,39.71,Rep,37.95,26.35,Rep,58.84,19.70,Rep,70.28,3.27,Rep,99.60,13.79,Rep,81.12
TX-33,-22.975,64.200,-33.80,Dem,77.40,-57.82,Dem,33.77,-47.06,Dem,51.86,-33.32,Dem,78.59,-18.21,Dem,90.45,-44.09,Dem,57.29
TX-34,-10.986,61.800,-44.06,Dem,40.40,-56.25,Dem,24.32,-33.15,Dem,58.69,-37.11,Dem,51.66,-10.85,Dem,99.70,-46.91,Dem,36.38
TX-35,-15.391,52.600,-47.61,Dem,40.60,-45.55,Dem,43.78,-40.30,Dem,52.81,-41.90,Dem,50.00,-15.40,Dem,100.00,-12.09,Dem,93.57
TX-36,22.975,20.000,47.70,Rep,51.40,61.68,Rep,28.54,51.35,Rep,44.22,22.99,Rep,99.90,23.10,Rep,99.50,23.04,Rep,99.70
UT-01,21.896,39.400,66.96,Rep,21.40,55.84,Rep,34.94,44.11,Rep,54.82,26.33,Rep,90.56,23.80,Rep,95.98,18.58,Rep,93.37
UT-02,13.810,31.800,68.53,Rep,15.00,31.88,Rep,65.13,42.73,Rep,46.03,13.47,Rep,99.50,13.73,Rep,99.70,13.68,Rep,99.70
UT-03,21.574,38.000,49.69,Rep,45.20,21.60,Rep,99.60,55.31,Rep,35.54,22.14,Rep,98.80,21.44,Rep,100.00,41.82,Rep,58.84
UT-04,11.655,66.200,31.98,Rep,61.80,-24.58,Dem,38.96,43.52,Rep,41.77,11.56,Rep,99.80,8.83,Rep,94.58,11.70,Rep,99.80
VT-01,-15.713,51.800,-53.35,Dem,32.20,-33.26,Dem,66.06,-54.77,Dem,30.52,-29.27,Dem,73.69,-15.58,Dem,99.80,0.91,Rep,69.08
VA-01,6.390,35.200,39.97,Rep,41.60,34.30,Rep,49.60,43.25,Rep,36.35,-0.68,Rep,87.35,21.00,Rep,72.89,25.15,Rep,65.26
VA-02,1.773,64.600,38.96,Rep,37.60,-34.30,Dem,39.16,37.85,Rep,38.35,1.65,Rep,99.80,11.20,Rep,82.53,1.75,Rep,100.00
VA-03,-15.751,45.000,-35.38,Dem,61.80,8.94,Rep,55.82,-54.11,Dem,31.53,-23.57,Dem,84.94,-23.42,Dem,85.34,-49.14,Dem,38.76
VA-04,-10.757,50.400,-41.65,Dem,44.00,-35.73,Dem,54.02,-33.25,Dem,58.23,8.51,Rep,65.46,-24.73,Dem,73.90,-28.70,Dem,66.47
VA-05,5.659,29.200,40.65,Rep,39.80,57.96,Rep,18.49,44.67,Rep,33.57,16.01,Rep,80.80,-2.08,Rep,85.83,29.95,Rep,55.88
VA-06,12.520,12.200,41.58,Rep,47.00,53.42,Rep,29.12,53.82,Rep,28.51,22.42,Rep,80.92,12.77,Rep,99.60,17.74,Rep,89.96
VA-07,3.450,63.000,54.03,Rep,21.40,-45.84,Dem,23.69,49.11,Rep,25.70,3.43,Rep,100.00,7.26,Rep,92.77,-14.30,Dem,68.47
VA-08,-25.480,72.000,-25.48,Dem,99.60,-54.66,Dem,42.01,-58.29,Dem,35.98,-25.34,Dem,99.50,-25.49,Dem,99.90,-25.55,Dem,99.90
VA-09,20.393,35.800,47.07,Rep,48.60,48.41,Rep,45.78,57.35,Rep,31.73,50.71,Rep,41.97,20.39,Rep,99.80,46.38,Rep,49.20
VA-10,-5.014,37.600,-29.71,Dem,55.40,-32.57,Dem,50.80,-49.46,Dem,26.91,12.64,Rep,68.07,-2.85,Dem,95.78,17.26,Rep,60.24
VA-11,-19.451,77.200,-36.65,Dem,65.40,-38.24,Dem,62.71,-39.25,Dem,60.90,-41.44,Dem,56.48,-19.37,Dem,99.90,-42.83,Dem,54.07
WA-01,-6.909,61.200,22.92,Rep,49.40,29.01,Rep,40.00,-38.68,Dem,43.62,-8.80,Dem,96.48,-6.75,Dem,99.70,-22.13,Dem,71.76
WA-02,-11.018,52.400,24.30,Rep,41.80,-20.78,Dem,81.21,14.41,Rep,55.48,-35.66,Dem,54.07,-11.13,Dem,99.70,-11.11,Dem,99.70
